day,chinook,chum,year,julian
28-Jun,0,0,2024,179
29-Jun,0,0,2024,180
30-Jun,0,0,2024,181
1-Jul,0,0,2024,182
2-Jul,0,3,2024,183
3-Jul,0,0,2024,184
4-Jul,0,1,2024,185
5-Jul,1,1,2024,186
6-Jul,0,0,2024,187
7-Jul,0,0,2024,188
8-Jul,0,0,2024,189
9-Jul,0,0,2024,190
10-Jul,1,1,2024,191
11-Jul,0,4,2024,192
12-Jul,0,0,2024,193
13-Jul,0,0,2024,194
14-Jul,0,0,2024,195
15-Jul,0,0,2024,196
16-Jul,5,20,2024,197
17-Jul,9,0,2024,198
18-Jul,9,2,2024,199
19-Jul,3,2,2024,200
20-Jul,18,12,2024,201
21-Jul,12,12,2024,202
22-Jul,34,14,2024,203
23-Jul,12,35,2024,204
24-Jul,20,34,2024,205
25-Jul,14,26,2024,206
26-Jul,12,27,2024,207
27-Jul,12,17,2024,208
28-Jul,1,5,2024,209
23-Jun,0,0,2025,174
24-Jun,0,0,2025,175
25-Jun,0,0,2025,176
26-Jun,0,0,2025,177
27-Jun,0,0,2025,178
28-Jun,0,0,2025,179
29-Jun,0,0,2025,180
30-Jun,0,0,2025,181
1-Jul,0,0,2025,182
2-Jul,0,0,2025,183
3-Jul,1,0,2025,184
4-Jul,1,0,2025,185
5-Jul,6,0,2025,186
6-Jul,10,0,2025,187
7-Jul,8,0,2025,188
8-Jul,10,4,2025,189
9-Jul,10,7,2025,190
10-Jul,4,0,2025,191
11-Jul,6,3,2025,192
12-Jul,9,10,2025,193
13-Jul,12,8,2025,194
14-Jul,12,3,2025,195
15-Jul,21,13,2025,196
16-Jul,29,5,2025,197
17-Jul,22,10,2025,198
18-Jul,18,9,2025,199
19-Jul,35,11,2025,200
20-Jul,25,20,2025,201
21-Jul,29,24,2025,202
22-Jul,21,45,2025,203
23-Jul,20,23,2025,204
24-Jul,31,18,2025,205
25-Jul,23,28,2025,206
26-Jul,8,17,2025,207
27-Jul,19,46,2025,208
28-Jul,9,22,2025,209
29-Jul,13,17,2025,210
30-Jul,12,49,2025,211
31-Jul,0,0,2025,212
1-Aug,0,0,2025,213
2-Aug,10,59,2025,214
3-Aug,2,16,2025,215
4-Aug,0,0,2025,216
5-Aug,3,31,2025,217
6-Aug,3,60,2025,218
7-Aug,2,32,2025,219
8-Aug,1,70,2025,220
9-Aug,4,49,2025,221
10-Aug,2,39,2025,222
11-Aug,2,37,2025,223
12-Aug,3,35,2025,224
13-Aug,0,22,2025,225
14-Aug,-1,55,2025,226
15-Aug,0,88,2025,227
16-Aug,0,0,2025,228
17-Aug,0,0,2025,229
18-Aug,0,0,2025,230
