,"Note, tower estimate values were recalculated by our biometrician, Dan Reed and thus the estimate may differ from that which was recalculated",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Historic Chena River Chinook Salmon :  Red Data is Not Used and the Total Maybe Slightly Different Than the Reported Value,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,1993,,1994,,1995,,1996,,1997,,1998,,1999,,2000,,2001,,2002,,2003,,2004,,2005,,2006,,2007,,2008,,2009,,2010,,2011,,2012,,2013,,2014,,2015,,2016,,2017,,2018,,2019,,2020,,2021,,2022,,2023,
,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand,Expand
Date,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum,Daily,Cum
23-Jun,,,,,,,,,,,,,,,,,,,,,,,0,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,v,,,,,,,,
24-Jun,,,,,,,,,,,,,,,,,,,,,0,v,0,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,v,,,0,v,,,,
25-Jun,,,,,,,,,,,,,,,,,,,,,0,v,18,v,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,v,,,0,v,,,,
26-Jun,,,,,,,,,0,v,0,v,,,,,,,,,6,v,9,v,,,,,,,,,,,,,,,,,,,,,,,3,v,,,0,0,0,v,,,0,v,,,,
27-Jun,,,,,,,,,36,v,0,v,,,,,,,0,n,12,v,36,v,,,,,,,,,,,,,,,,,,,,,,,0,v,,,0,0,9,v,,,0,v,,,,
28-Jun,,,,,,,,,0,v,9,v,,,,,,,0,n,0,v,84,v,,,,,0,v,,,,,,,,,,,,,,,,,42,s,12,v,0,0,0,v,,,0,v,,,,
29-Jun,,,,,,,,,0,v,18,v,,,0,n,,,18,n,0,v,0,0,0,n,,,0,v,,,,,,,,,,,,,,,,,83,s,27,v,0,0,9,v,,,9,v,,,0,v
30-Jun,,,,,,,,,9,v,30,v,,,0,n,0,v,0,n,342,v,0,0,0,n,0,v,0,v,9,v,,,0,v,,,,,,,,,12,v,97,s,33,v,0,0,9,v,,,9,v,,,0,v
1-Jul,81,v,,,,,,,45,v,36,v,,,0,n,0,v,108,n,36,v,0,0,24,n,0,0,0,v,6,v,,,0,v,,,,,,,,,3,v,83,s,21,v,0,0,39,v,,,41,v,,,0,v
2-Jul,78,v,,,,,,,36,v,54,v,0,v,0,n,0,v,78,n,132,v,0,0,0,0,0,v,6,v,0,v,,,0,v,,,,,,,,,24,v,99,s,30,v,0,0,36,v,,,17,v,0,v,0,v
3-Jul,194,v,,,,,,,126,v,99,v,0,v,0,n,0,v,138,n,132,v,0,0,0,0,0,v,0,v,0,0,,,0,v,,,,,,,,,10,s,100,s,21,v,0,0,33,v,,,9,v,0,v,0,v
