Sex ,Length ,year,river,species
male,640,1975,Chena,Chinook
female,830,1975,Chena,Chinook
female,860,1975,Chena,Chinook
female,830,1975,Chena,Chinook
female,950,1975,Chena,Chinook
female,830,1975,Chena,Chinook
female,860,1975,Chena,Chinook
female,800,1975,Chena,Chinook
male,630,1975,Chena,Chinook
female,830,1975,Chena,Chinook
female,820,1975,Chena,Chinook
male,840,1975,Chena,Chinook
male,710,1975,Chena,Chinook
male,590,1975,Chena,Chinook
female,610,1975,Chena,Chinook
female,610,1975,Chena,Chinook
female,780,1975,Chena,Chinook
female,780,1975,Chena,Chinook
male,750,1975,Chena,Chinook
female,780,1975,Chena,Chinook
female,860,1975,Chena,Chinook
male,790,1975,Chena,Chinook
male,570,1975,Chena,Chinook
male,810,1975,Chena,Chinook
male,560,1975,Chena,Chinook
female,990,1975,Chena,Chinook
male,600,1975,Chena,Chinook
female,910,1975,Chena,Chinook
female,760,1975,Chena,Chinook
male,850,1975,Chena,Chinook
male,650,1975,Chena,Chinook
male,620,1975,Chena,Chinook
male,740,1975,Chena,Chinook
male,610,1975,Chena,Chinook
male,600,1975,Chena,Chinook
female,930,1975,Chena,Chinook
male,560,1975,Chena,Chinook
female,920,1975,Chena,Chinook
female,910,1975,Chena,Chinook
male,790,1975,Chena,Chinook
female,900,1975,Chena,Chinook
male,700,1975,Chena,Chinook
male,590,1975,Chena,Chinook
male,580,1975,Chena,Chinook
male,590,1975,Chena,Chinook
male,620,1975,Chena,Chinook
male,690,1975,Chena,Chinook
female,770,1975,Chena,Chinook
male,570,1975,Chena,Chinook
male,700,1975,Chena,Chinook
male,590,1975,Chena,Chinook
male,780,1975,Chena,Chinook
male,780,1975,Chena,Chinook
male,960,1975,Chena,Chinook
female,950,1975,Chena,Chinook
female,740,1975,Chena,Chinook
male,615,1980,Chena,Chinook
female,635,1980,Chena,Chinook
male,500,1980,Chena,Chinook
unknown,,1980,Chena,Chinook
female,895,1980,Chena,Chinook
male,490,1980,Chena,Chinook
male,470,1980,Chena,Chinook
male,580,1980,Chena,Chinook
male,495,1980,Chena,Chinook
female,870,1980,Chena,Chinook
female,700,1980,Chena,Chinook
male,535,1980,Chena,Chinook
female,700,1980,Chena,Chinook
male,630,1980,Chena,Chinook
male,665,1980,Chena,Chinook
female,815,1980,Chena,Chinook
male,650,1980,Chena,Chinook
female,870,1980,Chena,Chinook
female,740,1980,Chena,Chinook
male,490,1980,Chena,Chinook
female,700,1980,Chena,Chinook
male,700,1980,Chena,Chinook
male,690,1980,Chena,Chinook
male,655,1980,Chena,Chinook
female,665,1980,Chena,Chinook
male,455,1980,Chena,Chinook
male,510,1980,Chena,Chinook
male,540,1980,Chena,Chinook
male,495,1980,Chena,Chinook
female,815,1980,Chena,Chinook
female,845,1980,Chena,Chinook
female,645,1980,Chena,Chinook
male,500,1980,Chena,Chinook
male,655,1980,Chena,Chinook
male,555,1980,Chena,Chinook
unknown,,1980,Chena,Chinook
male,650,1980,Chena,Chinook
female,800,1980,Chena,Chinook
female,605,1980,Chena,Chinook
male,635,1980,Chena,Chinook
female,720,1980,Chena,Chinook
female,750,1980,Chena,Chinook
female,680,1980,Chena,Chinook
female,820,1980,Chena,Chinook
female,840,1980,Chena,Chinook
male,530,1980,Chena,Chinook
female,800,1980,Chena,Chinook
female,695,1980,Chena,Chinook
female,750,1980,Chena,Chinook
unknown,900,1980,Chena,Chinook
female,695,1980,Chena,Chinook
male,670,1980,Chena,Chinook
female,870,1980,Chena,Chinook
male,745,1980,Chena,Chinook
male,,1980,Chena,Chinook
unknown,650,1980,Chena,Chinook
female,735,1980,Chena,Chinook
male,725,1980,Chena,Chinook
female,830,1980,Chena,Chinook
female,665,1980,Chena,Chinook
unknown,655,1980,Chena,Chinook
female,807,1980,Chena,Chinook
female,596,1980,Chena,Chinook
male,690,1980,Chena,Chinook
female,710,1980,Chena,Chinook
unknown,,1980,Chena,Chinook
male,670,1980,Chena,Chinook
unknown,,1980,Chena,Chinook
male,715,1980,Chena,Chinook
male,745,1981,Chena,Chinook
female,830,1981,Chena,Chinook
female,825,1981,Chena,Chinook
female,815,1981,Chena,Chinook
male,795,1981,Chena,Chinook
male,680,1981,Chena,Chinook
male,340,1981,Chena,Chinook
male,725,1981,Chena,Chinook
female,745,1981,Chena,Chinook
female,790,1981,Chena,Chinook
male,648,1981,Chena,Chinook
male,660,1981,Chena,Chinook
male,920,1981,Chena,Chinook
female,730,1981,Chena,Chinook
male,635,1981,Chena,Chinook
male,655,1981,Chena,Chinook
female,803,1981,Chena,Chinook
male,540,1981,Chena,Chinook
female,798,1981,Chena,Chinook
female,680,1981,Chena,Chinook
female,780,1981,Chena,Chinook
male,850,1981,Chena,Chinook
female,800,1981,Chena,Chinook
male,872,1981,Chena,Chinook
male,660,1981,Chena,Chinook
female,805,1981,Chena,Chinook
male,780,1981,Chena,Chinook
female,760,1981,Chena,Chinook
female,810,1981,Chena,Chinook
male,842,1981,Chena,Chinook
male,805,1981,Chena,Chinook
female,780,1981,Chena,Chinook
female,775,1981,Chena,Chinook
female,790,1981,Chena,Chinook
female,752,1981,Chena,Chinook
male,810,1981,Chena,Chinook
male,644,1981,Chena,Chinook
female,750,1981,Chena,Chinook
male,760,1981,Chena,Chinook
female,850,1981,Chena,Chinook
male,850,1981,Chena,Chinook
female,839,1981,Chena,Chinook
female,740,1981,Chena,Chinook
male,730,1981,Chena,Chinook
male,775,1981,Chena,Chinook
male,595,1981,Chena,Chinook
male,815,1981,Chena,Chinook
female,780,1981,Chena,Chinook
female,780,1981,Chena,Chinook
male,725,1981,Chena,Chinook
male,655,1981,Chena,Chinook
male,620,1981,Chena,Chinook
female,605,1981,Chena,Chinook
male,620,1981,Chena,Chinook
female,770,1981,Chena,Chinook
male,805,1981,Chena,Chinook
female,820,1981,Chena,Chinook
female,785,1981,Chena,Chinook
female,842,1981,Chena,Chinook
male,610,1981,Chena,Chinook
female,750,1981,Chena,Chinook
female,780,1981,Chena,Chinook
female,845,1981,Chena,Chinook
female,845,1981,Chena,Chinook
female,780,1981,Chena,Chinook
female,760,1981,Chena,Chinook
female,765,1981,Chena,Chinook
female,835,1981,Chena,Chinook
male,660,1981,Chena,Chinook
male,620,1981,Chena,Chinook
male,430,1981,Chena,Chinook
male,635,1981,Chena,Chinook
male,780,1981,Chena,Chinook
female,760,1981,Chena,Chinook
male,575,1981,Chena,Chinook
female,810,1981,Chena,Chinook
female,750,1981,Chena,Chinook
male,795,1981,Chena,Chinook
male,790,1981,Chena,Chinook
female,745,1981,Chena,Chinook
male,570,1981,Chena,Chinook
female,835,1981,Chena,Chinook
male,705,1981,Chena,Chinook
male,645,1981,Chena,Chinook
male,780,1981,Chena,Chinook
male,810,1981,Chena,Chinook
male,650,1981,Chena,Chinook
male,555,1981,Chena,Chinook
male,780,1981,Chena,Chinook
female,810,1981,Chena,Chinook
female,785,1981,Chena,Chinook
female,815,1981,Chena,Chinook
male,625,1981,Chena,Chinook
female,785,1981,Chena,Chinook
female,805,1981,Chena,Chinook
male,710,1981,Chena,Chinook
female,830,1981,Chena,Chinook
female,800,1981,Chena,Chinook
female,780,1981,Chena,Chinook
female,790,1981,Chena,Chinook
female,785,1981,Chena,Chinook
female,810,1981,Chena,Chinook
male,685,1981,Chena,Chinook
male,630,1981,Chena,Chinook
male,780,1981,Chena,Chinook
male,625,1981,Chena,Chinook
male,620,1981,Chena,Chinook
female,,1981,Chena,Chinook
male,825,1981,Chena,Chinook
male,515,1981,Chena,Chinook
female,775,1981,Chena,Chinook
male,900,1981,Chena,Chinook
female,875,1981,Chena,Chinook
female,760,1981,Chena,Chinook
male,600,1981,Chena,Chinook
female,805,1981,Chena,Chinook
female,750,1981,Chena,Chinook
female,815,1981,Chena,Chinook
female,690,1981,Chena,Chinook
male,635,1981,Chena,Chinook
male,470,1981,Chena,Chinook
female,765,1981,Chena,Chinook
male,790,1981,Chena,Chinook
male,810,1981,Chena,Chinook
male,590,1981,Chena,Chinook
female,675,1981,Chena,Chinook
female,830,1981,Chena,Chinook
male,870,1981,Chena,Chinook
male,655,1981,Chena,Chinook
male,720,1981,Chena,Chinook
female,745,1981,Chena,Chinook
female,770,1981,Chena,Chinook
male,630,1981,Chena,Chinook
male,470,1981,Chena,Chinook
male,575,1981,Chena,Chinook
male,690,1981,Chena,Chinook
male,625,1981,Chena,Chinook
female,750,1981,Chena,Chinook
male,787,1982,Chena,Chinook
female,874,1982,Chena,Chinook
female,835,1982,Chena,Chinook
male,745,1982,Chena,Chinook
male,785,1982,Chena,Chinook
female,862,1982,Chena,Chinook
male,793,1982,Chena,Chinook
female,919,1982,Chena,Chinook
female,720,1982,Chena,Chinook
female,930,1982,Chena,Chinook
male,690,1982,Chena,Chinook
male,565,1982,Chena,Chinook
male,535,1982,Chena,Chinook
male,555,1982,Chena,Chinook
male,527,1982,Chena,Chinook
female,878,1982,Chena,Chinook
male,564,1982,Chena,Chinook
male,720,1982,Chena,Chinook
male,575,1982,Chena,Chinook
male,487,1982,Chena,Chinook
female,774,1982,Chena,Chinook
female,765,1982,Chena,Chinook
male,810,1982,Chena,Chinook
female,852,1982,Chena,Chinook
male,586,1982,Chena,Chinook
female,809,1982,Chena,Chinook
male,604,1982,Chena,Chinook
male,683,1982,Chena,Chinook
male,567,1982,Chena,Chinook
female,980,1982,Chena,Chinook
male,904,1982,Chena,Chinook
female,910,1982,Chena,Chinook
male,876,1982,Chena,Chinook
male,593,1982,Chena,Chinook
male,532,1982,Chena,Chinook
male,529,1982,Chena,Chinook
male,681,1982,Chena,Chinook
female,829,1982,Chena,Chinook
female,827,1982,Chena,Chinook
female,662,1982,Chena,Chinook
male,535,1982,Chena,Chinook
male,570,1982,Chena,Chinook
male,510,1982,Chena,Chinook
male,604,1982,Chena,Chinook
male,556,1982,Chena,Chinook
female,779,1982,Chena,Chinook
female,650,1982,Chena,Chinook
male,695,1982,Chena,Chinook
female,853,1982,Chena,Chinook
female,844,1982,Chena,Chinook
female,719,1982,Chena,Chinook
male,1058,1982,Chena,Chinook
male,586,1982,Chena,Chinook
male,558,1982,Chena,Chinook
male,620,1982,Chena,Chinook
male,510,1982,Chena,Chinook
male,513,1982,Chena,Chinook
female,844,1982,Chena,Chinook
female,888,1982,Chena,Chinook
female,878,1982,Chena,Chinook
female,880,1982,Chena,Chinook
male,830,1982,Chena,Chinook
male,937,1982,Chena,Chinook
female,867,1982,Chena,Chinook
male,469,1982,Chena,Chinook
male,639,1982,Chena,Chinook
female,840,1982,Chena,Chinook
male,775,1982,Chena,Chinook
male,870,1982,Chena,Chinook
female,765,1982,Chena,Chinook
female,885,1982,Chena,Chinook
female,883,1982,Chena,Chinook
male,685,1982,Chena,Chinook
male,547,1982,Chena,Chinook
male,638,1982,Chena,Chinook
male,673,1982,Chena,Chinook
male,522,1982,Chena,Chinook
male,694,1982,Chena,Chinook
female,795,1982,Chena,Chinook
male,815,1982,Chena,Chinook
male,615,1982,Chena,Chinook
female,732,1982,Chena,Chinook
male,634,1982,Chena,Chinook
male,505,1982,Chena,Chinook
female,766,1982,Chena,Chinook
female,709,1982,Chena,Chinook
female,845,1982,Chena,Chinook
male,650,1982,Chena,Chinook
female,845,1982,Chena,Chinook
male,485,1982,Chena,Chinook
male,541,1982,Chena,Chinook
female,660,1982,Chena,Chinook
male,625,1982,Chena,Chinook
male,915,1982,Chena,Chinook
female,855,1982,Chena,Chinook
male,493,1982,Chena,Chinook
male,568,1982,Chena,Chinook
female,825,1982,Chena,Chinook
male,895,1982,Chena,Chinook
male,556,1982,Chena,Chinook
male,484,1982,Chena,Chinook
female,740,1982,Chena,Chinook
male,565,1982,Chena,Chinook
male,568,1982,Chena,Chinook
male,808,1982,Chena,Chinook
male,575,1982,Chena,Chinook
female,705,1982,Chena,Chinook
female,845,1982,Chena,Chinook
female,882,1982,Chena,Chinook
male,480,1982,Chena,Chinook
male,555,1982,Chena,Chinook
male,536,1982,Chena,Chinook
male,543,1982,Chena,Chinook
male,504,1982,Chena,Chinook
male,475,1982,Chena,Chinook
female,805,1982,Chena,Chinook
male,637,1982,Chena,Chinook
male,559,1982,Chena,Chinook
male,638,1982,Chena,Chinook
male,572,1982,Chena,Chinook
male,729,1982,Chena,Chinook
male,739,1982,Chena,Chinook
male,568,1982,Chena,Chinook
male,952,1982,Chena,Chinook
male,496,1982,Chena,Chinook
male,745,1982,Chena,Chinook
female,825,1982,Chena,Chinook
male,591,1982,Chena,Chinook
female,843,1982,Chena,Chinook
female,711,1982,Chena,Chinook
male,756,1982,Chena,Chinook
female,882,1982,Chena,Chinook
male,834,1982,Chena,Chinook
female,725,1982,Chena,Chinook
female,821,1982,Chena,Chinook
male,617,1982,Chena,Chinook
female,605,1982,Chena,Chinook
male,638,1982,Chena,Chinook
male,522,1982,Chena,Chinook
male,694,1982,Chena,Chinook
female,795,1982,Chena,Chinook
male,815,1982,Chena,Chinook
male,615,1982,Chena,Chinook
female,732,1982,Chena,Chinook
male,634,1982,Chena,Chinook
male,505,1982,Chena,Chinook
female,585,1982,Chena,Chinook
female,609,1982,Chena,Chinook
male,634,1982,Chena,Chinook
male,544,1982,Chena,Chinook
male,455,1982,Chena,Chinook
female,889,1982,Chena,Chinook
female,918,1982,Chena,Chinook
female,785,1982,Chena,Chinook
female,854,1982,Chena,Chinook
female,915,1982,Chena,Chinook
female,845,1982,Chena,Chinook
male,710,1982,Chena,Chinook
male,580,1982,Chena,Chinook
male,618,1982,Chena,Chinook
male,618,1982,Chena,Chinook
female,587,1982,Chena,Chinook
male,845,1982,Chena,Chinook
male,736,1982,Chena,Chinook
female,819,1982,Chena,Chinook
male,707,1982,Chena,Chinook
male,898,1982,Chena,Chinook
male,719,1982,Chena,Chinook
male,550,1982,Chena,Chinook
male,588,1982,Chena,Chinook
female,814,1982,Chena,Chinook
female,806,1982,Chena,Chinook
male,726,1982,Chena,Chinook
male,625,1982,Chena,Chinook
female,824,1982,Chena,Chinook
male,710,1982,Chena,Chinook
male,690,1982,Chena,Chinook
male,664,1982,Chena,Chinook
male,699,1982,Chena,Chinook
female,803,1982,Chena,Chinook
female,719,1982,Chena,Chinook
female,830,1982,Chena,Chinook
female,780,1983,Chena,Chinook
male,650,1983,Chena,Chinook
female,930,1983,Chena,Chinook
male,915,1983,Chena,Chinook
male,985,1983,Chena,Chinook
female,885,1983,Chena,Chinook
male,540,1983,Chena,Chinook
female,960,1983,Chena,Chinook
male,885,1983,Chena,Chinook
male,425,1983,Chena,Chinook
female,815,1983,Chena,Chinook
female,830,1983,Chena,Chinook
female,930,1983,Chena,Chinook
female,830,1983,Chena,Chinook
male,605,1983,Chena,Chinook
male,590,1983,Chena,Chinook
female,865,1983,Chena,Chinook
female,865,1983,Chena,Chinook
female,970,1983,Chena,Chinook
female,810,1983,Chena,Chinook
male,785,1983,Chena,Chinook
male,510,1983,Chena,Chinook
male,590,1983,Chena,Chinook
male,932,1983,Chena,Chinook
female,760,1983,Chena,Chinook
male,945,1983,Chena,Chinook
male,730,1983,Chena,Chinook
male,440,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
female,890,1983,Chena,Chinook
female,875,1983,Chena,Chinook
male,910,1983,Chena,Chinook
male,,1983,Chena,Chinook
female,880,1983,Chena,Chinook
male,660,1983,Chena,Chinook
male,,1983,Chena,Chinook
male,535,1983,Chena,Chinook
female,850,1983,Chena,Chinook
male,520,1983,Chena,Chinook
female,940,1983,Chena,Chinook
male,455,1983,Chena,Chinook
male,740,1983,Chena,Chinook
unknown,730,1983,Chena,Chinook
male,975,1983,Chena,Chinook
male,750,1983,Chena,Chinook
female,,1983,Chena,Chinook
male,740,1983,Chena,Chinook
female,880,1983,Chena,Chinook
female,900,1983,Chena,Chinook
male,690,1983,Chena,Chinook
male,660,1983,Chena,Chinook
female,790,1983,Chena,Chinook
female,850,1983,Chena,Chinook
female,920,1983,Chena,Chinook
male,920,1983,Chena,Chinook
female,,1983,Chena,Chinook
female,845,1983,Chena,Chinook
female,880,1983,Chena,Chinook
male,904,1983,Chena,Chinook
male,512,1983,Chena,Chinook
male,670,1983,Chena,Chinook
male,950,1983,Chena,Chinook
female,845,1983,Chena,Chinook
female,945,1983,Chena,Chinook
male,1050,1983,Chena,Chinook
male,1005,1983,Chena,Chinook
male,990,1983,Chena,Chinook
male,445,1983,Chena,Chinook
female,,1983,Chena,Chinook
female,930,1983,Chena,Chinook
female,790,1983,Chena,Chinook
female,800,1983,Chena,Chinook
female,920,1983,Chena,Chinook
male,520,1983,Chena,Chinook
female,820,1983,Chena,Chinook
male,535,1983,Chena,Chinook
female,910,1983,Chena,Chinook
male,685,1983,Chena,Chinook
female,820,1983,Chena,Chinook
female,970,1983,Chena,Chinook
male,1040,1983,Chena,Chinook
female,850,1983,Chena,Chinook
male,570,1983,Chena,Chinook
male,760,1983,Chena,Chinook
female,845,1983,Chena,Chinook
male,750,1983,Chena,Chinook
male,515,1983,Chena,Chinook
male,795,1983,Chena,Chinook
female,1005,1983,Chena,Chinook
male,505,1983,Chena,Chinook
male,890,1983,Chena,Chinook
male,905,1983,Chena,Chinook
female,960,1983,Chena,Chinook
male,865,1983,Chena,Chinook
male,535,1983,Chena,Chinook
male,530,1983,Chena,Chinook
male,800,1983,Chena,Chinook
male,700,1983,Chena,Chinook
female,910,1983,Chena,Chinook
male,580,1983,Chena,Chinook
male,585,1983,Chena,Chinook
male,765,1983,Chena,Chinook
female,1000,1983,Chena,Chinook
male,730,1983,Chena,Chinook
male,875,1983,Chena,Chinook
male,750,1983,Chena,Chinook
female,840,1983,Chena,Chinook
male,740,1983,Chena,Chinook
female,820,1983,Chena,Chinook
female,960,1983,Chena,Chinook
male,485,1983,Chena,Chinook
female,950,1983,Chena,Chinook
male,720,1983,Chena,Chinook
female,865,1983,Chena,Chinook
male,515,1983,Chena,Chinook
male,595,1983,Chena,Chinook
male,635,1983,Chena,Chinook
female,970,1983,Chena,Chinook
male,960,1983,Chena,Chinook
female,920,1983,Chena,Chinook
male,830,1983,Chena,Chinook
female,830,1983,Chena,Chinook
female,880,1983,Chena,Chinook
female,960,1983,Chena,Chinook
female,855,1983,Chena,Chinook
male,690,1983,Chena,Chinook
male,780,1983,Chena,Chinook
male,1015,1983,Chena,Chinook
male,985,1983,Chena,Chinook
female,940,1983,Chena,Chinook
female,880,1983,Chena,Chinook
female,835,1983,Chena,Chinook
male,915,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
male,940,1983,Chena,Chinook
female,690,1983,Chena,Chinook
female,800,1983,Chena,Chinook
male,805,1983,Chena,Chinook
male,565,1983,Chena,Chinook
female,980,1983,Chena,Chinook
female,985,1983,Chena,Chinook
male,975,1983,Chena,Chinook
male,630,1983,Chena,Chinook
male,500,1983,Chena,Chinook
female,830,1983,Chena,Chinook
female,855,1983,Chena,Chinook
female,890,1983,Chena,Chinook
male,585,1983,Chena,Chinook
female,990,1983,Chena,Chinook
male,935,1983,Chena,Chinook
male,910,1983,Chena,Chinook
female,860,1983,Chena,Chinook
female,880,1983,Chena,Chinook
female,880,1983,Chena,Chinook
male,900,1983,Chena,Chinook
male,860,1983,Chena,Chinook
female,775,1983,Chena,Chinook
male,880,1983,Chena,Chinook
male,515,1983,Chena,Chinook
female,1005,1983,Chena,Chinook
male,890,1983,Chena,Chinook
male,925,1983,Chena,Chinook
male,575,1983,Chena,Chinook
male,945,1983,Chena,Chinook
male,750,1983,Chena,Chinook
female,850,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
female,725,1983,Chena,Chinook
male,660,1983,Chena,Chinook
male,,1983,Chena,Chinook
male,,1983,Chena,Chinook
male,,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
male,,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
male,710,1983,Chena,Chinook
female,830,1983,Chena,Chinook
male,985,1983,Chena,Chinook
male,1020,1983,Chena,Chinook
male,965,1983,Chena,Chinook
male,565,1983,Chena,Chinook
male,560,1983,Chena,Chinook
female,895,1983,Chena,Chinook
female,850,1983,Chena,Chinook
male,1055,1983,Chena,Chinook
male,595,1983,Chena,Chinook
male,500,1983,Chena,Chinook
female,880,1983,Chena,Chinook
male,715,1983,Chena,Chinook
female,880,1983,Chena,Chinook
male,685,1983,Chena,Chinook
male,800,1983,Chena,Chinook
male,710,1983,Chena,Chinook
male,602,1983,Chena,Chinook
male,560,1983,Chena,Chinook
female,885,1983,Chena,Chinook
male,925,1983,Chena,Chinook
female,760,1983,Chena,Chinook
female,770,1983,Chena,Chinook
male,460,1983,Chena,Chinook
female,870,1983,Chena,Chinook
female,1000,1983,Chena,Chinook
female,890,1983,Chena,Chinook
male,905,1983,Chena,Chinook
male,770,1983,Chena,Chinook
male,725,1983,Chena,Chinook
male,655,1983,Chena,Chinook
male,870,1983,Chena,Chinook
female,840,1983,Chena,Chinook
unknown,850,1983,Chena,Chinook
male,435,1983,Chena,Chinook
female,,1983,Chena,Chinook
female,,1983,Chena,Chinook
female,845,1983,Chena,Chinook
male,975,1983,Chena,Chinook
male,975,1983,Chena,Chinook
female,855,1983,Chena,Chinook
male,1075,1983,Chena,Chinook
male,770,1983,Chena,Chinook
female,865,1983,Chena,Chinook
male,695,1983,Chena,Chinook
female,960,1983,Chena,Chinook
female,815,1983,Chena,Chinook
female,930,1983,Chena,Chinook
male,915,1983,Chena,Chinook
female,890,1983,Chena,Chinook
unknown,760,1983,Chena,Chinook
unknown,850,1983,Chena,Chinook
unknown,875,1983,Chena,Chinook
unknown,750,1983,Chena,Chinook
unknown,780,1983,Chena,Chinook
unknown,790,1983,Chena,Chinook
unknown,550,1983,Chena,Chinook
female,750,1983,Chena,Chinook
male,630,1983,Chena,Chinook
male,980,1983,Chena,Chinook
male,780,1983,Chena,Chinook
female,960,1983,Chena,Chinook
female,910,1983,Chena,Chinook
female,830,1983,Chena,Chinook
male,796,1983,Chena,Chinook
male,575,1983,Chena,Chinook
male,645,1983,Chena,Chinook
female,890,1983,Chena,Chinook
female,835,1983,Chena,Chinook
male,1035,1983,Chena,Chinook
female,950,1983,Chena,Chinook
female,840,1983,Chena,Chinook
male,972,1983,Chena,Chinook
male,540,1983,Chena,Chinook
female,835,1983,Chena,Chinook
male,520,1983,Chena,Chinook
female,810,1983,Chena,Chinook
female,830,1983,Chena,Chinook
female,900,1983,Chena,Chinook
male,985,1983,Chena,Chinook
female,915,1983,Chena,Chinook
female,790,1983,Chena,Chinook
male,505,1983,Chena,Chinook
female,850,1983,Chena,Chinook
female,915,1983,Chena,Chinook
male,500,1983,Chena,Chinook
male,775,1983,Chena,Chinook
female,850,1983,Chena,Chinook
female,790,1983,Chena,Chinook
female,915,1983,Chena,Chinook
female,870,1983,Chena,Chinook
male,750,1983,Chena,Chinook
female,905,1983,Chena,Chinook
male,860,1983,Chena,Chinook
female,795,1983,Chena,Chinook
male,950,1983,Chena,Chinook
male,,1983,Chena,Chinook
male,670,1983,Chena,Chinook
female,930,1983,Chena,Chinook
male,610,1983,Chena,Chinook
male,630,1983,Chena,Chinook
male,645,1983,Chena,Chinook
male,680,1983,Chena,Chinook
female,905,1983,Chena,Chinook
female,,1983,Chena,Chinook
female,900,1983,Chena,Chinook
male,770,1983,Chena,Chinook
male,720,1983,Chena,Chinook
male,585,1983,Chena,Chinook
female,900,1983,Chena,Chinook
male,1030,1983,Chena,Chinook
male,900,1983,Chena,Chinook
male,430,1983,Chena,Chinook
male,1000,1983,Chena,Chinook
male,490,1983,Chena,Chinook
male,510,1983,Chena,Chinook
male,805,1983,Chena,Chinook
female,935,1983,Chena,Chinook
male,920,1983,Chena,Chinook
female,895,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
male,435,1983,Chena,Chinook
male,495,1983,Chena,Chinook
female,920,1983,Chena,Chinook
female,825,1983,Chena,Chinook
male,780,1983,Chena,Chinook
male,715,1983,Chena,Chinook
male,525,1983,Chena,Chinook
male,530,1983,Chena,Chinook
male,995,1983,Chena,Chinook
male,955,1983,Chena,Chinook
male,690,1983,Chena,Chinook
female,960,1983,Chena,Chinook
male,,1983,Chena,Chinook
female,775,1983,Chena,Chinook
male,,1983,Chena,Chinook
male,590,1983,Chena,Chinook
male,695,1983,Chena,Chinook
female,790,1983,Chena,Chinook
female,890,1983,Chena,Chinook
female,920,1983,Chena,Chinook
female,930,1983,Chena,Chinook
female,900,1983,Chena,Chinook
male,498,1983,Chena,Chinook
female,880,1983,Chena,Chinook
female,910,1983,Chena,Chinook
female,900,1983,Chena,Chinook
female,860,1983,Chena,Chinook
male,530,1983,Chena,Chinook
unknown,895,1983,Chena,Chinook
female,880,1983,Chena,Chinook
male,950,1983,Chena,Chinook
female,825,1983,Chena,Chinook
male,670,1983,Chena,Chinook
female,795,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
male,920,1983,Chena,Chinook
female,870,1983,Chena,Chinook
female,1010,1983,Chena,Chinook
male,910,1983,Chena,Chinook
female,890,1983,Chena,Chinook
female,780,1983,Chena,Chinook
female,,1983,Chena,Chinook
male,945,1983,Chena,Chinook
male,580,1983,Chena,Chinook
female,760,1983,Chena,Chinook
male,540,1983,Chena,Chinook
male,520,1983,Chena,Chinook
female,585,1983,Chena,Chinook
female,900,1983,Chena,Chinook
male,715,1983,Chena,Chinook
male,550,1983,Chena,Chinook
female,920,1983,Chena,Chinook
female,890,1983,Chena,Chinook
male,750,1983,Chena,Chinook
male,,1983,Chena,Chinook
female,,1983,Chena,Chinook
male,,1983,Chena,Chinook
male,,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
female,760,1983,Chena,Chinook
female,930,1983,Chena,Chinook
female,865,1983,Chena,Chinook
male,935,1983,Chena,Chinook
male,850,1983,Chena,Chinook
unknown,775,1983,Chena,Chinook
female,865,1983,Chena,Chinook
female,870,1983,Chena,Chinook
male,390,1983,Chena,Chinook
female,860,1983,Chena,Chinook
female,835,1983,Chena,Chinook
male,540,1983,Chena,Chinook
unknown,860,1983,Chena,Chinook
female,930,1983,Chena,Chinook
female,880,1983,Chena,Chinook
female,885,1983,Chena,Chinook
female,795,1983,Chena,Chinook
female,750,1983,Chena,Chinook
male,530,1983,Chena,Chinook
female,930,1983,Chena,Chinook
female,,1983,Chena,Chinook
unknown,920,1983,Chena,Chinook
female,,1983,Chena,Chinook
female,890,1983,Chena,Chinook
female,985,1983,Chena,Chinook
male,490,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
male,590,1983,Chena,Chinook
female,850,1983,Chena,Chinook
male,490,1983,Chena,Chinook
female,865,1983,Chena,Chinook
female,840,1983,Chena,Chinook
female,910,1983,Chena,Chinook
male,720,1983,Chena,Chinook
female,750,1983,Chena,Chinook
female,820,1983,Chena,Chinook
male,730,1983,Chena,Chinook
female,865,1983,Chena,Chinook
male,475,1983,Chena,Chinook
female,820,1983,Chena,Chinook
female,885,1983,Chena,Chinook
male,730,1983,Chena,Chinook
male,540,1983,Chena,Chinook
unknown,,1983,Chena,Chinook
male,840,1983,Chena,Chinook
male,550,1983,Chena,Chinook
female,840,1983,Chena,Chinook
female,760,1983,Chena,Chinook
unknown,925,1983,Chena,Chinook
male,910,1983,Chena,Chinook
male,690,1983,Chena,Chinook
male,840,1983,Chena,Chinook
male,870,1983,Chena,Chinook
male,510,1983,Chena,Chinook
male,530,1983,Chena,Chinook
male,510,1983,Chena,Chinook
male,710,1983,Chena,Chinook
male,670,1983,Chena,Chinook
male,700,1983,Chena,Chinook
male,890,1983,Chena,Chinook
female,810,1983,Chena,Chinook
male,770,1983,Chena,Chinook
female,910,1983,Chena,Chinook
male,995,1983,Chena,Chinook
female,870,1983,Chena,Chinook
male,500,1983,Chena,Chinook
female,845,1983,Chena,Chinook
female,780,1983,Chena,Chinook
male,850,1983,Chena,Chinook
